charts/episodic_length,losses/policy_loss,losses/old_approx_kl,global_step,_timestamp,losses/clipfrac,charts/learning_rate,losses/explained_variance,charts/SPS,losses/approx_kl,_step,_runtime,charts/episodic_return,losses/value_loss,losses/entropy
500.0,,,309006,1763260394.317917,,,,,,3276,308.9890351295471,500.0,,
,0.000440940260887146,-0.0016967691481113434,311040,1763260396.1626492,0.0,0.00011344085942255333,-5.924701690673828e-05,1097.0,6.899423897266388e-05,3296,310.83376717567444,,426.48681640625,0.5051381587982178
,-0.001599915325641632,0.0026168860495090485,311424,1763260396.497129,0.0,0.00011321044439682737,-1.4023098945617676,1097.0,0.00012944266200065613,3299,311.1682469844818,,0.12408145517110825,0.5339821577072144
,-0.004585538059473038,0.005227771587669849,315264,1763260399.939615,0.0,0.00011090630141552538,0.04758048057556152,1097.0,0.0001992909237742424,3338,314.61073303222656,,221.4805145263672,0.47621864080429077
,0.000173959881067276,0.00035418104380369186,316544,1763260401.121587,0.0,0.00011013825132977217,-9.262561798095703e-05,1097.0,4.736427217721939e-05,3351,315.7927050590515,,158.7307586669922,0.5121110081672668
,-0.000902051106095314,-0.0004513012245297432,317184,1763260401.6944988,0.0,0.00010975422628689557,-0.5962619781494141,1097.0,8.37724655866623e-06,3357,316.3656167984009,,0.0034204060211777687,0.5079851150512695
500.0,,,317534,1763260401.9475553,,,,,,3360,316.61867332458496,500.0,,
,0.001959778368473053,0.0015037823468446732,321408,1763260405.5054703,0.0,0.00010721966100391,0.17316991090774536,1098.0,0.00014483742415905,3398,320.17658829689026,,0.0003350248443894088,0.4597305357456207
,-0.0029967930167913437,-0.005647205747663975,321664,1763260405.727793,0.0,0.00010706605098675936,-0.42388200759887695,1098.0,8.69380310177803e-05,3401,320.3989109992981,,0.00407457584515214,0.48652589321136475
,-0.0002748221158981323,0.002878558821976185,322176,1763260406.1711943,0.0,0.00010675883095245808,-0.09840261936187744,1098.0,0.0003146892413496971,3406,320.842312335968,,0.003381454385817051,0.539084792137146
,0.004078671336174011,0.005071620456874371,322304,1763260406.3149924,0.0,0.00010668202594388276,-0.038814425468444824,1098.0,0.0007880711928009987,3407,320.9861104488373,,0.0003075580461882055,0.49257880449295044
500.0,,,323534,1763260407.3818521,,,,,,3419,322.05297017097473,500.0,,
,0.0010466817766427994,0.0036589335650205612,324224,1763260408.0206933,0.0,0.00010552995081525296,-0.16434884071350098,1098.0,3.746524453163147e-05,3426,322.6918113231659,,0.003283555619418621,0.5416185855865479
,-0.0008633825927972794,0.0005873451009392738,324480,1763260408.2417464,0.0,0.00010537634079810232,-0.1760314702987671,1098.0,0.00016152393072843552,3428,322.91286444664,,0.00016592418251093477,0.501557469367981
,-0.0017239265143871307,-0.003317093476653099,325120,1763260408.836117,0.0,0.00010499232303118333,-0.0001811981201171875,1098.0,0.00024130754172801971,3435,323.5072350502014,,207.17543029785156,0.43957123160362244
,5.9802085161209106e-05,0.0018567750230431557,326656,1763260410.2015827,0.0,0.00010407066292827949,-5.53131103515625e-05,1098.0,9.168032556772232e-05,3450,324.87270069122314,,0.005617735907435417,0.49075281620025635
,-0.004159692674875259,-0.0027567660436034203,326784,1763260410.3149586,0.0,0.00010399385791970417,-0.587814211845398,1098.0,0.00010830815881490707,3451,324.98607659339905,,0.0020828901324421167,0.5030872821807861
,-0.0024306923151016235,0.005205374211072922,327936,1763260411.3521645,0.0,0.00010330261284252629,-0.017908930778503418,1098.0,8.714571595191956e-05,3462,326.0232825279236,,0.00020332034910097718,0.554706871509552
,-0.0035440493375062943,-0.00261866208165884,329344,1763260412.6541076,0.0,0.00010245775774819776,0.013534307479858398,1098.0,0.0004396820440888405,3476,327.32522559165955,,0.0001722197630442679,0.5579854249954224
,0.0003337934613227844,-0.00021634995937347412,329600,1763260412.8768394,0.0,0.00010230414773104712,-7.402896881103516e-05,1098.0,3.6191195249557495e-06,3479,327.5479574203491,,297.6265563964844,0.5715440511703491
500.0,,,331534,1763260414.5861032,,,,,,3498,329.2572212219238,500.0,,
500.0,,,332034,1763260415.061778,,,,,,3503,329.73289608955383,500.0,,
,-0.00163346529006958,-0.001197771169245243,333056,1763260415.9784894,0.0,0.00010023041249951348,-1.1801719665527344e-05,1098.0,1.625996083021164e-05,3513,330.64960741996765,,478.92633056640625,0.6090866327285767
,-0.004257317632436752,-0.0035865418612957,334336,1763260417.136018,0.0,9.946236241376027e-05,0.07258033752441406,1098.0,0.00021569430828094482,3525,331.8071360588074,,0.00018281415395904332,0.5835687518119812
500.0,,,335534,1763260418.1878393,,,,,,3537,332.8589572906494,500.0,,
,-0.00046440213918685913,0.004727241583168507,337280,1763260419.8091917,0.0,9.769585449248552e-05,-0.00686037540435791,1098.0,9.909551590681076e-05,3554,334.48030972480774,,0.0025392712559551,0.5638370513916016
,-0.0008875690400600433,-0.0017773965373635292,337408,1763260419.918606,0.0,9.76190494839102e-05,-0.1165924072265625,1098.0,0.0001261318102478981,3555,334.5897240638733,,0.00023060290550347418,0.6001145243644714
500.0,,,339534,1763260421.7898712,,,,,,3576,336.46098923683167,500.0,,
,-0.0073291584849357605,0.002886955626308918,339712,1763260421.9821239,0.0,9.623655932955444e-05,-0.03456735610961914,1098.0,0.000385248102247715,3578,336.6532418727875,,0.0033693357836455107,0.606637716293335
500.0,,,340034,1763260422.2589114,,,,,,3581,336.93002939224243,500.0,,
,-0.003928765654563904,-0.004645965993404388,340864,1763260423.0140817,0.0,9.554531425237656e-05,-0.02206277847290039,1098.0,0.0008524227887392044,3589,337.6851997375488,,0.0002586399205029011,0.5681840777397156
,-0.00038558244705200195,0.0023539476096630096,343296,1763260425.294999,0.0,9.408601908944547e-05,0.025847911834716797,1098.0,0.00012996233999729156,3613,339.9661169052124,,0.00012740593228954822,0.6233057379722595
,-0.0018285363912582397,0.0026745181530714035,344192,1763260426.0711222,0.0,9.354838402941823e-05,-0.22784507274627686,1098.0,0.00022546015679836273,3622,340.742240190506,,0.002740272553637624,0.6002265214920044
500.0,,,346030,1763260427.7174363,,,,,,3640,342.3885543346405,500.0,,
,-0.0008017402142286301,-6.440281867980957e-05,347648,1763260429.1793997,0.0,9.14746560738422e-05,-7.200241088867188e-05,1098.0,5.193054676055908e-06,3656,343.8505177497864,,67.34334564208984,0.5298652648925781
500.0,,,349030,1763260430.360602,,,,,,3669,345.0317199230194,500.0,,
500.0,,,350030,1763260431.2796364,,,,,,3679,345.950754404068,500.0,,
,-0.0001935213804244995,0.0006510494276881218,350464,1763260431.7303135,0.0,8.978494588518515e-05,-0.025809884071350098,1098.0,1.2600794434547424e-06,3683,346.40143156051636,,0.0001919460773933679,0.5933839082717896
500.0,,,350530,1763260431.7546802,,,,,,3684,346.4257981777191,500.0,,
,-0.0036678574979305267,0.0015613492578268051,353280,1763260434.2501028,0.0,8.809523569652811e-05,-0.9398258924484253,1099.0,0.00027907267212867737,3711,348.92122077941895,,0.0024013298097997904,0.5182281732559204
500.0,,,353530,1763260434.4037251,,,,,,3713,349.07484316825867,500.0,,
,-0.003426032140851021,0.0003853337839245796,353664,1763260434.6206093,0.0,8.786482067080215e-05,-0.4859626293182373,1098.0,7.318612188100815e-05,3715,349.2917273044586,,0.0027354753110557795,0.5450150370597839
,-0.0010621268302202225,-0.0029203714802861214,355328,1763260436.1036265,0.0,8.68663628352806e-05,-0.05316007137298584,1099.0,2.4384818971157074e-05,3731,350.77474451065063,,0.00038390106055885553,0.5374940037727356
,0.0004223287105560303,0.0006713354960083961,355584,1763260436.3285475,0.0,8.671275281812996e-05,-1.811981201171875e-05,1099.0,7.620546966791153e-05,3734,350.9996654987335,,288.4017639160156,0.49134594202041626
,-0.004884608089923859,0.00891835242509842,357760,1763260438.2830756,0.0,8.540706767234951e-05,-0.881564736366272,1099.0,0.00018966756761074066,3755,352.95419359207153,,0.0034037232398986816,0.531095027923584
,0.0002759024500846863,-3.448408097028732e-05,359808,1763260440.124615,0.0,8.417818753514439e-05,0.008988559246063232,1099.0,0.00011878926306962967,3775,354.7957329750061,,0.00024129718076437712,0.5514330863952637
,-0.0006136372685432434,0.0020769936963915825,360192,1763260440.4622433,0.0,8.394777250941843e-05,-0.05977165699005127,1099.0,2.5571323931217194e-05,3779,355.1333613395691,,0.0023419230710715055,0.603583037853241
,0.002397976815700531,0.002725263126194477,362752,1763260442.7541544,0.0,8.241167233791202e-05,-0.012889862060546875,1099.0,0.0001138756051659584,3804,357.4252724647522,,0.0030211531557142735,0.5743851065635681
500.0,,,363030,1763260443.024328,,,,,,3807,357.6954460144043,500.0,,
55.0,,,367085,1763260446.6318316,,,,,,3847,361.30294966697693,55.0,,
,-0.0013331063091754913,0.003146910108625889,370304,1763260449.5972614,0.0,7.788018410792574e-05,-0.017939448356628418,1099.0,5.228165537118912e-05,3879,364.26837944984436,,0.002340118633583188,0.5493113398551941
,0.0007416680455207825,-5.0434842705726624e-05,370688,1763260449.9303012,0.0,7.764976908219978e-05,-0.0001556873321533203,1099.0,1.7603859305381775e-05,3883,364.60141921043396,,292.65606689453125,0.4758998453617096
,-0.006567433476448059,-0.0006050551310181618,370816,1763260450.0395448,0.0,7.757296407362446e-05,-0.02327549457550049,1099.0,0.00016357284039258957,3884,364.7106628417969,,0.0027687097899615765,0.5954617857933044
500.0,,,371085,1763260450.3024504,,,,,,3887,364.97356843948364,500.0,,
,-0.017252996563911438,0.006572597660124302,371584,1763260450.7401052,0.0,7.711213402217254e-05,-0.033312082290649414,1099.0,0.0008162921294569969,3891,365.4112231731415,,0.00031653977930545807,0.5561444759368896
,-0.00045946240425109863,-0.00029495637863874435,372224,1763260451.3333163,0.0,7.672810897929594e-05,-0.07017993927001953,1099.0,7.160287350416183e-05,3898,366.0044343471527,,0.0019949323032051325,0.5835394263267517
,0.003214538097381592,-0.0036814799532294273,373632,1763260452.5966651,0.0,7.588325388496742e-05,-9.584426879882812e-05,1099.0,0.00012795347720384598,3912,367.267783164978,,203.87522888183594,0.606370747089386
,-0.0003307946026325226,-0.0019224565476179123,374016,1763260452.9279733,0.0,7.565283885924146e-05,-0.033452510833740234,1099.0,3.419257700443268e-05,3915,367.5990912914276,,0.0002185571938753128,0.5903664827346802
,-0.0005433447659015656,-0.004666159860789776,375296,1763260454.075791,0.0,7.488479604944587e-05,-0.028328299522399902,1099.0,0.00011405069380998611,3928,368.74690890312195,,0.0026075115893036127,0.6111688613891602
,-0.0026820898056030273,0.0034377900883555412,376960,1763260455.5941029,0.0,7.38863309379667e-05,-0.045747995376586914,1099.0,0.00018964800983667374,3944,370.2652208805084,,0.0003791767230723053,0.5452277660369873
500.0,,,377085,1763260455.6358466,,,,,,3945,370.306964635849,500.0,,
,-0.0039145201444625854,0.0002599712461233139,377088,1763260455.705072,0.0,7.380952592939138e-05,4.827976226806641e-06,1099.0,0.00017550215125083923,3946,370.3761899471283,,282.3804626464844,0.5477381944656372
,-0.0009553795680403709,0.003474022261798382,377984,1763260456.5172968,0.0,7.327189086936414e-05,0.044145166873931885,1099.0,3.223400563001633e-05,3954,371.188414812088,,0.00032966595608741045,0.616487443447113
,-0.002449318766593933,-0.002666735090315342,378880,1763260457.2975886,0.0,7.27342558093369e-05,-0.09413444995880127,1099.0,6.0099177062511444e-05,3963,371.9687066078186,,0.0004077740595676005,0.5660335421562195
,-0.0021406440064311028,-0.0029947711154818535,379520,1763260457.8940184,0.0,7.23502307664603e-05,0.43422359228134155,1099.0,0.0003798389807343483,3969,372.5651364326477,,0.0003041249583475292,0.5557791590690613
,-0.0007285028696060181,-0.0034203482791781425,380672,1763260458.9509633,0.0,7.165898568928242e-05,-6.020069122314453e-05,1099.0,2.9639340937137604e-05,3981,373.62208127975464,,258.16314697265625,0.5064167380332947
,0.002405025064945221,0.0017490508034825325,380928,1763260459.1791773,0.0,7.150537567213178e-05,0.014915704727172852,1099.0,0.00014746841043233871,3983,373.8502953052521,,0.00038277197745628655,0.592645525932312
,-0.011472702026367188,-0.008419758640229702,382336,1763260460.436806,0.0,7.066052057780325e-05,-0.17069196701049805,1099.0,0.0006327470764517784,3997,375.1079239845276,,0.0010581607930362225,0.5777446031570435
,-0.00014831125736236572,0.0005016038194298744,384640,1763260462.531736,0.0,6.927803042344749e-05,-0.08880317211151123,1099.0,0.0001304270699620247,4020,377.20285391807556,,0.0005521831917576492,0.583304762840271
,-0.004575856029987335,-0.0020677950233221054,388480,1763260466.0752285,0.0,6.69738874421455e-05,0.07307994365692139,1099.0,0.00014034658670425415,4059,380.74634647369385,,0.0027939174324274063,0.5698394179344177
,0.0029790252447128296,0.005194106139242649,391296,1763260468.5943801,0.0,6.528417725348845e-05,-6.830692291259766e-05,1099.0,0.00011094938963651657,4087,383.2654981613159,,621.65185546875,0.5280609130859375
500.0,,,391764,1763260468.9605315,,,,,,4091,383.63164949417114,500.0,,
,-0.0012507662177085876,0.0016117319464683533,393216,1763260470.3552027,0.0,6.413210212485865e-05,0.18651676177978516,1099.0,3.571435809135437e-05,4105,385.0263206958771,,0.00026949099265038967,0.5813112258911133
,0.0007401034235954285,0.002717386931180954,393600,1763260470.703626,0.0,6.390168709913269e-05,-0.09441924095153809,1099.0,6.967782974243164e-05,4109,385.37474393844604,,0.00041342584881931543,0.581712007522583
,-0.0024837031960487366,-0.0064706988632678986,394240,1763260471.3023636,0.0,6.351766205625609e-05,-0.3746117353439331,1099.0,0.0002443511039018631,4115,385.97348165512085,,0.00047962472308427095,0.5889521837234497
,0.0012764306738972664,-0.0018029045313596725,394624,1763260471.63632,0.0,6.328724703053012e-05,0.051043927669525146,1099.0,0.00010416842997074127,4119,386.3074381351471,,0.0004523012030404061,0.576442539691925
500.0,,,397264,1763260473.954944,,,,,,4144,388.6260619163513,500.0,,
,-0.0008011870086193085,0.0017772428691387177,397824,1763260474.5151284,0.0,6.136712909210473e-05,-0.0001214742660522461,1099.0,0.00010235235095024109,4150,389.1862463951111,,437.8744201660156,0.5922654271125793
,-0.0012858957052230835,0.0031134486198425293,399616,1763260476.1107736,0.0,6.029185897205025e-05,0.0004259943962097168,1099.0,2.7922913432121277e-05,4168,390.78189158439636,,259.6175842285156,0.5326924324035645
257.0,,,401192,1763260477.534297,,,,,,4184,392.20541501045227,257.0,,
500.0,,,402192,1763260478.4505348,,,,,,4194,393.121652841568,500.0,,
500.0,,,402692,1763260478.888743,,,,,,4199,393.5598609447479,500.0,,
,6.358511745929718e-05,0.0022753654047846794,405248,1763260481.1805215,0.0,5.6912442232714966e-05,-0.3647782802581787,1100.0,8.479412645101547e-05,4224,395.85163950920105,,0.0006788477767258883,0.5793644785881042
,-0.00025922060012817383,0.00026229675859212875,405760,1763260481.662536,0.0,5.6605222198413685e-05,-0.12321031093597412,1100.0,6.520189344882965e-06,4229,396.33365392684937,,0.0005825834232382476,0.5702320337295532
,0.0019819699227809906,0.0001499522477388382,407040,1763260482.811429,0.0,5.583717211266048e-05,-0.0005468130111694336,1100.0,2.8813257813453674e-05,4243,397.482547044754,,444.7862548828125,0.6145299077033997
,-0.0002556443214416504,-0.00037352368235588074,407424,1763260483.1430185,0.0,5.560675708693452e-05,-0.027796149253845215,1100.0,0.00012512318789958954,4246,397.81413650512695,,0.0006467780331149697,0.5565560460090637
,-0.00039472058415412903,0.0008844947442412376,408064,1763260483.7373521,0.0,5.522273568203673e-05,0.1708107590675354,1100.0,7.804203778505325e-05,4252,398.4084701538086,,0.0028183951508253813,0.5331657528877258
,-0.005865659564733505,0.005409299395978451,408320,1763260483.9574769,0.0,5.506912566488609e-05,-0.709793210029602,1100.0,0.00033408310264348984,4254,398.6285948753357,,0.0008831263985484838,0.573701024055481
500.0,,,408436,1763260483.9978194,,,,,,4255,398.6689374446869,500.0,,
,-0.0023069679737091064,0.00023790355771780014,410240,1763260485.693359,0.0,5.3917050536256284e-05,-0.039856791496276855,1100.0,0.0001054881140589714,4273,400.3644769191742,,0.000644298386760056,0.6092855930328369
,0.0004996657371520996,0.001136263832449913,410496,1763260485.9159954,0.0,5.376344051910564e-05,-0.00015735626220703125,1100.0,8.165836334228516e-06,4276,400.58711338043213,,426.57379150390625,0.5550830364227295
,-0.0005312953144311905,2.152658998966217e-05,410624,1763260486.0261974,0.0,5.368663551053032e-05,0.044871509075164795,1100.0,7.560476660728455e-06,4277,400.69731545448303,,0.0024555257987231016,0.6158193349838257
,-0.0028981342911720276,0.003834690898656845,410752,1763260486.1364288,0.0,5.3609830501955e-05,-0.05875599384307861,1100.0,9.369850158691406e-05,4278,400.80754685401917,,0.0006228057318367064,0.564232587814331
,0.0012958943843841553,-0.0019690431654453278,411776,1763260487.0590801,0.0,5.299539043335244e-05,-0.27052271366119385,1100.0,8.227117359638214e-05,4288,401.7301981449127,,0.0008530632476322353,0.5870909690856934
500.0,,,411936,1763260487.1829426,,,,,,4290,401.8540606498718,500.0,,
,0.000855734571814537,-0.000993083231151104,412160,1763260487.3931644,0.0,5.276497540762648e-05,0.13886183500289917,1100.0,4.4823624193668365e-05,4292,402.06428241729736,,0.002434328431263566,0.5302454233169556
500.0,,,414436,1763260489.386001,,,,,,4314,404.05711913108826,500.0,,
,-0.0015649199485778809,0.0005477145314216614,414848,1763260489.8151777,0.0,5.115207386552356e-05,-0.05272388458251953,1100.0,1.560896635055542e-05,4318,404.48629570007324,,0.0005378761561587453,0.5779792070388794
,0.000329725444316864,-0.00023494567722082138,417664,1763260492.3465302,0.0,4.9462367314845324e-05,-0.08520066738128662,1100.0,1.7163343727588654e-05,4346,407.01764822006226,,0.0005952807841822505,0.5696885585784912
,0.0007818713784217834,-0.0011546872556209564,419584,1763260494.0948093,0.0,4.831029218621552e-05,0.00011324882507324219,1100.0,3.6889687180519104e-05,4366,408.7659273147583,,312.4563293457031,0.6038895845413208
,0.0018377900123596191,-0.0007794369012117386,420224,1763260494.6505477,0.0,4.792626714333892e-05,-0.46560609340667725,1100.0,3.46694141626358e-05,4372,409.321665763855,,0.0025788561906665564,0.556277871131897
,0.0007529407739639282,-0.0001857280731201172,420736,1763260495.1368315,0.0,4.761904710903764e-05,-0.25804603099823,1100.0,7.355585694313049e-06,4377,409.80794954299927,,0.002272428944706917,0.5835895538330078
,-0.000985667109489441,0.0023871082812547684,420864,1763260495.2471828,0.0,4.754224210046232e-05,-0.08405327796936035,1100.0,0.0001111198216676712,4378,409.9183008670807,,0.0007011326379142702,0.5652468800544739
,-2.2388994693756104e-05,0.0001413244754076004,421760,1763260496.0279505,0.0,4.7004607040435076e-05,0.03199094533920288,1100.0,1.9334256649017334e-06,4387,410.69906854629517,,0.002384211402386427,0.5981519222259521
,-0.0003180764615535736,-0.0001614810898900032,422656,1763260496.8456767,0.0,4.646697561838664e-05,-1.6689300537109375e-05,1100.0,3.575347363948822e-06,4396,411.5167946815491,,397.23809814453125,0.543070912361145
,0.00031040795147418976,-0.00017716456204652786,424320,1763260498.3679478,0.0,4.546851050690748e-05,0.05587726831436157,1100.0,2.3776665329933167e-06,4413,413.0390658378601,,0.0029758834280073643,0.5023514032363892
,-0.001694612205028534,-6.560422480106354e-05,424576,1763260498.5902636,0.0,4.531490048975684e-05,-0.22773456573486328,1100.0,1.0207295417785645e-05,4415,413.26138162612915,,0.0008469309541396797,0.5870764255523682
500.0,,,428691,1763260502.267772,,,,,,4456,416.93888998031616,500.0,,
500.0,,,430191,1763260503.584873,,,,,,4470,418.25599098205566,500.0,,
,0.0035631321370601654,0.003942551091313362,430976,1763260504.3219573,0.0,4.147465369896963e-05,-0.35012686252593994,1100.0,0.00015309453010559082,4478,418.9930753707886,,0.0008782363147474825,0.5394014120101929
500.0,,,431191,1763260504.5000854,,,,,,4480,419.17120337486267,500.0,,
,0.00047321245074272156,-0.00023890472948551178,432384,1763260505.6154888,0.0,4.062979860464111e-05,-0.4754352569580078,1100.0,6.213784217834473e-06,4492,420.28660678863525,,0.0022015483118593693,0.5034708976745605
,-0.00031750649213790894,0.0008009001612663269,432768,1763260505.9483616,0.0,4.0399387216893956e-05,-1.919269561767578e-05,1100.0,1.6596168279647827e-06,4496,420.6194796562195,,433.1446838378906,0.5851425528526306
,-0.0011285841464996338,-0.00024121347814798355,433024,1763260506.1682577,0.0,4.0245777199743316e-05,0.014112293720245361,1100.0,1.7146579921245575e-05,4498,420.8393757343292,,0.0008248258964158595,0.5508301854133606
,-0.0004349052906036377,0.0006663715466856956,435200,1763260508.1213918,0.0,3.894009205396287e-05,7.295608520507812e-05,1100.0,3.971997648477554e-05,4520,422.79250979423523,,103.27180480957031,0.5591393113136292
,-0.000890638679265976,-0.00013242755085229874,435456,1763260508.3421438,0.0,3.878648203681223e-05,-0.08124876022338867,1100.0,1.343805342912674e-05,4522,423.01326179504395,,0.0008160560973919928,0.5537107586860657
500.0,,,435691,1763260508.4900959,,,,,,4524,423.1612138748169,500.0,,
,-0.00016875751316547394,0.0016403980553150177,435712,1763260508.592601,0.0,3.863287201966159e-05,-0.00012636184692382812,1100.0,4.0724873542785645e-05,4525,423.26371908187866,,475.0262145996094,0.5086320638656616
,0.0001569017767906189,-0.00017561949789524078,435968,1763260508.8183432,0.0,3.847926200251095e-05,0.058485329151153564,1100.0,5.107372999191284e-06,4527,423.489461183548,,0.000713755376636982,0.5532512664794922
,-0.00011181086301803589,-6.211642175912857e-05,436352,1763260509.1523178,0.0,3.824884697678499e-05,-0.6905992031097412,1100.0,1.1566095054149628e-05,4531,423.82343578338623,,0.0018477087141945958,0.5580649375915527
,0.0005402266979217529,-0.0001797359436750412,436608,1763260509.3710995,0.0,3.809523695963435e-05,-0.010421037673950195,1100.0,1.0574236512184143e-05,4533,424.04221749305725,,0.00060873111942783,0.5904954075813293
500.0,,,436691,1763260509.4024496,,,,,,4534,424.0735676288605,500.0,,
,-5.36162406206131e-05,-0.0008077472448348999,438784,1763260511.322085,0.0,3.678955545183271e-05,3.254413604736328e-05,1101.0,3.3546239137649536e-06,4555,425.9932029247284,,336.2171325683594,0.5980076789855957
,9.973905980587006e-05,-0.0004919581115245819,439040,1763260511.5425584,0.0,3.663594543468207e-05,-0.06493222713470459,1101.0,4.600733518600464e-07,4557,426.2136764526367,,0.0008186043123714626,0.6058758497238159
,-0.0034080296754837036,-0.0008612554520368576,439552,1763260512.023491,0.0,3.632872540038079e-05,0.20933431386947632,1101.0,0.00013191252946853638,4562,426.69460892677307,,0.0008463410777039826,0.5573999285697937
,0.00047426484525203705,0.0019289134070277214,440960,1763260513.3064735,0.0,3.548387030605227e-05,0.014421939849853516,1101.0,7.0659443736076355e-06,4576,427.9775915145874,,0.0007927457336336374,0.5392612218856812
500.0,,,444691,1763260516.7127225,,,,,,4613,431.3838405609131,500.0,,
,-0.005950558930635452,-2.644956111907959e-06,446080,1763260517.9591966,0.0,3.2411673601018265e-05,0.07181286811828613,1101.0,0.00012651458382606506,4626,432.63031458854675,,0.0006339767714962363,0.5817046165466309
,-0.0019188597798347473,-0.00033027399331331253,446976,1763260518.7727752,0.0,3.187403854099102e-05,-0.06596505641937256,1101.0,1.8921680748462677e-05,4635,433.4438931941986,,0.0008196684648282826,0.5993157625198364
,-0.00022893771529197693,0.00039125140756368637,447616,1763260519.3601623,0.0,3.149001713609323e-05,0.07561135292053223,1100.0,3.938563168048859e-06,4641,434.03128027915955,,0.000748220831155777,0.5591225624084473
,-0.0008058026432991028,0.0005810903385281563,447872,1763260519.5836902,0.0,3.133640711894259e-05,-0.09930169582366943,1101.0,3.670062869787216e-05,4644,434.25480818748474,,0.0019101975485682487,0.5958450436592102
,0.00015952065587043762,-0.001287645660340786,449664,1763260521.2245667,0.0,3.0261136998888105e-05,-0.3343338966369629,1100.0,1.2164004147052765e-05,4661,435.8956847190857,,0.0006749873282387853,0.557334303855896
,-3.9070844650268555e-05,0.00018460769206285477,451072,1763260522.4807312,0.0,2.9416281904559582e-05,-0.00417482852935791,1101.0,8.950009942054749e-07,4675,437.15184926986694,,0.0006895122351124883,0.5736249685287476
500.0,,,452691,1763260523.8702443,,,,,,4691,438.541362285614,500.0,,
,0.0006190091371536255,-2.9765069484710693e-06,454528,1763260525.5969565,0.0,2.7342550311004743e-05,0.04003971815109253,1101.0,1.3926997780799866e-05,4709,440.2680745124817,,0.0009907940402626991,0.5290480256080627
,-0.0016557686030864716,0.0005391472950577736,454912,1763260525.938972,0.0,2.7112135285278782e-05,0.193852961063385,1101.0,1.1541880667209625e-05,4713,440.6100900173187,,0.0017599558923393488,0.5220755338668823
,0.0012301579117774963,-0.00013540778309106827,457472,1763260528.2216122,0.0,2.557603693276178e-05,-0.007132291793823242,1101.0,1.1212192475795746e-05,4738,442.89273023605347,,0.0009667575941421092,0.5921775102615356
,0.000193130224943161,0.00023203063756227493,457600,1763260528.3313088,0.0,2.549923192418646e-05,-0.007967948913574219,1101.0,5.451031029224396e-06,4739,443.0024268627167,,0.0009163743816316128,0.5688737034797668
,0.00018079206347465515,-0.00010091997683048248,457728,1763260528.4435108,0.0,2.542242691561114e-05,-4.1604042053222656e-05,1101.0,2.041459083557129e-06,4741,443.1146287918091,,413.86322021484375,0.5097190141677856
,-0.0007168110460042953,-0.0006801877170801163,457984,1763260528.7044046,0.0,2.52688168984605e-05,-0.019546866416931152,1101.0,5.3122639656066895e-06,4743,443.3755226135254,,0.0009258997160941362,0.5662825703620911
,-0.00023165345191955566,0.0001315772533416748,459136,1763260529.7334626,0.0,2.457757364027202e-05,0.0795096755027771,1101.0,3.032386302947998e-06,4754,444.40458059310913,,0.0008169279317371547,0.6156851053237915
,-0.0031910017132759094,-0.00010136794298887253,460928,1763260531.3173018,0.0,2.3502303520217538e-05,-0.002582073211669922,1101.0,1.9175000488758087e-05,4772,445.98841977119446,,0.0017713847337290645,0.5380260944366455
,-0.0007130131125450134,-8.333753794431686e-05,462336,1763260532.573853,0.0,2.265745024487842e-05,-0.6678112745285034,1101.0,9.476207196712494e-06,4786,447.244971036911,,0.0017641866579651833,0.5406384468078613
,-0.0016515925526618958,0.0005037020891904831,462464,1763260532.7183666,0.0,2.25806452363031e-05,0.036112189292907715,1101.0,3.103911876678467e-05,4787,447.38948464393616,,0.0008796551846899092,0.5614111423492432
,-0.0014570094645023346,-0.0018900483846664429,462592,1763260532.829326,0.0,2.2503840227727778e-05,-0.3393244743347168,1101.0,2.9753893613815308e-05,4788,447.5004439353943,,0.0009092456311918795,0.5852957963943481
,1.6979873180389404e-05,0.00037441030144691467,463360,1763260533.494986,0.0,2.2043010176275857e-05,-0.09678888320922852,1101.0,2.0489096641540527e-06,4796,448.16610407829285,,0.0015791093464940786,0.5967164635658264
500.0,,,463691,1763260533.7743094,,,,,,4799,448.4454274177551,500.0,,
,-0.00039854273200035095,0.0002957647666335106,464384,1763260534.4128745,0.0,2.14285719266627e-05,-0.02502131462097168,1101.0,1.9194558262825012e-06,4806,449.0839924812317,,0.0016041164053604007,0.5874119997024536
500.0,,,464691,1763260534.6528385,,,,,,4809,449.323956489563,500.0,,
,-0.004102490842342377,-0.0006840825080871582,465152,1763260535.109281,0.0,2.0967741875210777e-05,-0.3942500352859497,1101.0,6.078556180000305e-05,4813,449.7803990840912,,0.0008747559040784836,0.46240854263305664
,-0.00010944902896881104,0.0015649572014808655,468992,1763260538.5374546,0.0,1.8663595255929977e-05,-0.025012969970703125,1101.0,9.195879101753235e-06,4851,453.2085726261139,,0.0010691718198359013,0.5530529618263245
,-0.00010431185364723206,-0.00012869294732809067,469120,1763260538.6476603,0.0,1.8586790247354656e-05,-0.1596318483352661,1101.0,1.537613570690155e-06,4852,453.3187782764435,,0.0008938056416809559,0.5151377320289612
,-0.0005367211997509003,-0.000283106230199337,469760,1763260539.2415094,0.0,1.8202765204478055e-05,-0.0001882314682006836,1101.0,6.66547566652298e-06,4859,453.9126274585724,,130.2880401611328,0.5616216659545898
500.0,,,470691,1763260540.0643725,,,,,,4868,454.7354905605316,500.0,,
